"id_respondent","cultural_choice","cultural.choice_order","occupation_card","team"
"group1-21-04-25_16:00","были на спортивном матче в последние полгода",3,"электромонтер","group1"
"group1-21-04-25_16:00","любят стендап",1,"водитель такси","group1"
"group1-21-04-25_16:00","любят стендап",2,"товаровед","group1"
"group1-21-04-25_16:00","любят стендап",3,"продавец-консультант","group1"
"group1-21-04-25_16:00","старше 60 лет",1,"университетский профессор","group1"
"group1-21-04-25_16:00","старше 60 лет",2,"начальник отдела кадров","group1"
"group1-21-04-25_16:00","старше 60 лет",3,"водитель бензовоза","group1"
"group1-21-04-25_16:00","живут на петроградке",1,"дизайнер интерьеров","group1"
"group1-21-04-25_16:00","живут на петроградке",2,"школьный учитель","group1"
"group1-21-04-25_16:00","живут на петроградке",3,"агент по недвижимости","group1"
"group1-21-04-25_16:00","придерживаются оппозиционных политических взглядов",1,"университетский профессор","group1"
"group1-21-04-25_16:00","придерживаются оппозиционных политических взглядов",2,"бариста","group1"
"group1-21-04-25_16:00","придерживаются оппозиционных политических взглядов",3,"руководитель отдела маркетинга и рекламы","group1"
"group1-21-04-25_16:00","прыгали с парашютом",1,"лейтенант вмф","group1"
"group1-21-04-25_16:00","прыгали с парашютом",2,"веб-дизайнер","group1"
"group1-21-04-25_16:00","прыгали с парашютом",3,"начальник отдела технического контроля","group1"
"group1-21-04-25_18:30","прыгали с парашютом",1,"руководитель отдела маркетинга и рекламы","group1"
"group1-21-04-25_18:30","прыгали с парашютом",2,"инженер-конструктор","group1"
"group1-21-04-25_18:30","прыгали с парашютом",3,"менеджер по продажам","group1"
"group1-21-04-25_18:30","смотрят фестивальное кино",1,"архитектор","group1"
"group1-21-04-25_18:30","смотрят фестивальное кино",2,"артист оркестра","group1"
"group1-21-04-25_18:30","смотрят фестивальное кино",3,"веб-дизайнер","group1"
"group1-21-04-25_18:30","покупают в среднем две книги в месяц",1,"университетский профессор","group1"
"group1-21-04-25_18:30","покупают в среднем две книги в месяц",2,"школьный учитель","group1"
"group1-21-04-25_18:30","покупают в среднем две книги в месяц",3,"воспитатель","group1"
"group1-21-04-25_18:30","знают французский",1,"университетский профессор","group1"
"group1-21-04-25_18:30","знают французский",2,"артист оркестра","group1"
"group1-21-04-25_18:30","знают французский",3,"дизайнер интерьеров","group1"
"group1-21-04-25_18:30","занимаются йогой",1,"психотерапевт","group1"
"group1-21-04-25_18:30","занимаются йогой",2,"врач отоларинголог","group1"
"group1-21-04-25_18:30","занимаются йогой",3,"медсестра","group1"
"group1-21-04-25_18:30","регулярно посещают психолога",1,"психотерапевт","group1"
"group1-21-04-25_18:30","регулярно посещают психолога",2,"воспитатель","group1"
"group1-21-04-25_18:30","регулярно посещают психолога",3,"школьный учитель","group1"
"group1-21-04-25_18:30","носят adidas",1,"водитель такси","group1"
"group1-21-04-25_18:30","носят adidas",2,"грузчик","group1"
"group1-21-04-25_18:30","носят adidas",3,"продавец-консультант","group1"
"group1-21-04-25_18:30","регулярно посещают церковь",1,"медсестра","group1"
"group1-21-04-25_18:30","регулярно посещают церковь",2,"дизайнер интерьеров","group1"
"group1-21-04-25_18:30","регулярно посещают церковь",3,"отделочник-универсал","group1"
"group1-21-04-25_18:30","пьют баночное пиво из супермаркета",1,"охранник","group1"
"group1-21-04-25_18:30","пьют баночное пиво из супермаркета",2,"продавец-консультант","group1"
"group1-21-04-25_18:30","пьют баночное пиво из супермаркета",3,"кассир","group1"
"group1-21-04-25_18:30","ежедневно проводят в соцсетях свыше двух часов",1,"агент по недвижимости","group1"
"group1-21-04-25_18:30","ежедневно проводят в соцсетях свыше двух часов",2,"веб-дизайнер","group1"
"group1-21-04-25_18:30","ежедневно проводят в соцсетях свыше двух часов",3,"руководитель отдела маркетинга и рекламы","group1"
"group1-21-04-25_18:30","придерживаются оппозиционных политических взглядов",1,"лейтенант вмф","group1"
"group1-21-04-25_18:30","придерживаются оппозиционных политических взглядов",2,"медсестра","group1"
"group1-21-04-25_18:30","придерживаются оппозиционных политических взглядов",3,"научный сотрудник","group1"
"group1-21-04-25_18:30","старше 60 лет",1,"университетский профессор","group1"
"group1-21-04-25_18:30","старше 60 лет",2,"лейтенант вмф","group1"
"group1-21-04-25_18:30","старше 60 лет",3,"школьный учитель","group1"
"group1-21-04-25_18:30","живут на петроградке",1,"архитектор","group1"
"group1-21-04-25_18:30","живут на петроградке",2,"дизайнер интерьеров","group1"
"group1-21-04-25_18:30","живут на петроградке",3,"агент по недвижимости","group1"
"group1-21-04-25_18:30","зарабатывают больше 200 тысяч рублей в месяц",1,"агент по недвижимости","group1"
"group1-21-04-25_18:30","зарабатывают больше 200 тысяч рублей в месяц",2,"психотерапевт","group1"
"group1-21-04-25_18:30","зарабатывают больше 200 тысяч рублей в месяц",3,"веб-дизайнер","group1"
"group1-21-04-25_18:30","отдыхают в турции",1,"начальник отдела технического контроля","group1"
"group1-21-04-25_18:30","отдыхают в турции",2,"начальник отдела кадров","group1"
"group1-21-04-25_18:30","отдыхают в турции",3,"руководитель отдела маркетинга и рекламы","group1"
"group1-21-04-25_18:30","пьют фильтр-кофе или напитки на основе эспрессо",1,"официант","group1"
"group1-21-04-25_18:30","пьют фильтр-кофе или напитки на основе эспрессо",2,"бариста","group1"
"group1-21-04-25_18:30","пьют фильтр-кофе или напитки на основе эспрессо",3,"мастер маникюра","group1"
"group1-21-04-25_18:30","живут в мурино",1,"кассир","group1"
"group1-21-04-25_18:30","живут в мурино",2,"уборщик помещений","group1"
"group1-21-04-25_18:30","живут в мурино",3,"мастер маникюра","group1"
"group1-21-04-25_18:30","вегетарианцы",1,"официант","group1"
"group1-21-04-25_18:30","вегетарианцы",2,"повар","group1"
"group1-21-04-25_18:30","вегетарианцы",3,"бариста","group1"
"group1-21-04-25_18:30","бывали на каникулах в италии",1,"школьный учитель","group1"
"group1-21-04-25_18:30","бывали на каникулах в италии",2,"начальник отдела кадров","group1"
"group1-21-04-25_18:30","бывали на каникулах в италии",3,"агент по недвижимости","group1"
"group1-21-04-25_18:30","любят салат оливье",1,"официант","group1"
"group1-21-04-25_18:30","любят салат оливье",2,"повар","group1"
"group1-21-04-25_18:30","любят салат оливье",3,"бариста","group1"
"group1-21-04-25_18:30","любят песни шамана",1,"лейтенант вмф","group1"
"group1-21-04-25_18:30","любят песни шамана",2,"психотерапевт","group1"
"group1-21-04-25_18:30","любят песни шамана",3,"водитель такси","group1"
"group1-21-04-25_18:30","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",1,"охранник","group1"
"group1-21-04-25_18:30","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"мастер маникюра","group1"
"group1-21-04-25_18:30","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"администратор гостиницы","group1"
"group1-21-04-25_18:30","младше 30 лет",1,"веб-дизайнер","group1"
"group1-21-04-25_18:30","младше 30 лет",2,"бариста","group1"
"group1-21-04-25_18:30","младше 30 лет",3,"официант","group1"
"group1-21-04-25_18:30","не празднуют 8 марта и 23 февраля",1,"охранник","group1"
"group1-21-04-25_18:30","не празднуют 8 марта и 23 февраля",2,"кассир","group1"
"group1-21-04-25_18:30","не празднуют 8 марта и 23 февраля",3,"водитель такси","group1"
"group1-21-04-25_18:30","не ходят к зубному врачу пока не болят зубы",1,"официант","group1"
"group1-21-04-25_18:30","не ходят к зубному врачу пока не болят зубы",2,"бариста","group1"
"group1-21-04-25_18:30","не ходят к зубному врачу пока не болят зубы",3,"мастер маникюра","group1"
"group1-21-04-25_18:30","имеют троих детей",1,"воспитатель","group1"
"group1-21-04-25_18:30","имеют троих детей",2,"медсестра","group1"
"group1-21-04-25_18:30","имеют троих детей",3,"школьный учитель","group1"
"group1-21-04-25_18:30","смотрят телеканал нтв",1,"грузчик","group1"
"group1-21-04-25_18:30","смотрят телеканал нтв",2,"охранник","group1"
"group1-21-04-25_18:30","смотрят телеканал нтв",3,"кассир","group1"
"group1-21-04-25_18:30","носят натуральную дубленку или шубу из натурального меха",1,"веб-дизайнер","group1"
"group1-21-04-25_18:30","носят натуральную дубленку или шубу из натурального меха",2,"руководитель отдела маркетинга и рекламы","group1"
"group1-21-04-25_18:30","носят натуральную дубленку или шубу из натурального меха",3,"дизайнер интерьеров","group1"
"group1-21-04-25_18:30","регулярно выезжают на шашлыки",1,"водитель бензовоза","group1"
"group1-21-04-25_18:30","регулярно выезжают на шашлыки",2,"водитель такси","group1"
"group1-21-04-25_18:30","регулярно выезжают на шашлыки",3,"грузчик","group1"
"group1-21-04-25_18:30","имеют абонемент в фитнес-клуб",1,"бариста","group1"
"group1-21-04-25_18:30","имеют абонемент в фитнес-клуб",2,"мастер маникюра","group1"
"group1-21-04-25_18:30","имеют абонемент в фитнес-клуб",3,"официант","group1"
"group1-21-04-25_18:30","были в мариинском театре в прошлом месяце",1,"архитектор","group1"
"group1-21-04-25_18:30","были в мариинском театре в прошлом месяце",2,"артист оркестра","group1"
"group1-21-04-25_18:30","были в мариинском театре в прошлом месяце",3,"школьный учитель","group1"
"group1-21-04-25_18:30","покупают продукты в вкусвилле",1,"медсестра","group1"
"group1-21-04-25_18:30","покупают продукты в вкусвилле",2,"разработчик программного обеспечения","group1"
"group1-21-04-25_18:30","покупают продукты в вкусвилле",3,"агент по недвижимости","group1"
"group1-21-04-25_18:30","любят стендап",1,"официант","group1"
"group1-21-04-25_18:30","любят стендап",2,"бариста","group1"
"group1-21-04-25_18:30","любят стендап",3,"мастер маникюра","group1"
"group1-21-04-25_18:30","были на спортивном матче в последние полгода",1,"электромонтер","group1"
"group1-21-04-25_18:30","были на спортивном матче в последние полгода",2,"токарь","group1"
"group1-21-04-25_18:30","были на спортивном матче в последние полгода",3,"водитель такси","group1"
"group1-07-04-25_14:40","младше 30 лет",1,"веб-дизайнер","group1"
"group1-07-04-25_14:40","младше 30 лет",2,"бариста","group1"
"group1-07-04-25_14:40","младше 30 лет",3,"воспитатель","group1"
"group1-07-04-25_14:40","старше 60 лет",1,"университетский профессор","group1"
"group1-07-04-25_14:40","старше 60 лет",2,"охранник","group1"
"group1-07-04-25_14:40","старше 60 лет",3,"начальник отдела технического контроля","group1"
"group1-07-04-25_14:40","не празднуют 8 марта и 23 февраля",1,"научный сотрудник","group1"
"group1-07-04-25_14:40","не празднуют 8 марта и 23 февраля",2,"разработчик программного обеспечения","group1"
"group1-07-04-25_14:40","не празднуют 8 марта и 23 февраля",3,"психотерапевт","group1"
"group1-07-04-25_14:40","были в мариинском театре в прошлом месяце",1,"университетский профессор","group1"
"group1-07-04-25_14:40","были в мариинском театре в прошлом месяце",2,"артист оркестра","group1"
"group1-07-04-25_14:40","были в мариинском театре в прошлом месяце",3,"руководитель отдела маркетинга и рекламы","group1"
"group1-07-04-25_14:40","носят adidas",1,"грузчик","group1"
"group1-07-04-25_14:40","носят adidas",2,"электромонтер","group1"
"group1-07-04-25_14:40","носят adidas",3,"токарь","group1"
"group1-07-04-25_14:40","регулярно посещают церковь",1,"школьный учитель","group1"
"group1-07-04-25_14:40","регулярно посещают церковь",2,"воспитатель","group1"
"group1-07-04-25_14:40","регулярно посещают церковь",3,"водитель такси","group1"
"group1-07-04-25_14:40","ежедневно проводят в соцсетях свыше двух часов",1,"дизайнер интерьеров","group1"
"group1-07-04-25_14:40","ежедневно проводят в соцсетях свыше двух часов",2,"руководитель отдела маркетинга и рекламы","group1"
"group1-07-04-25_14:40","ежедневно проводят в соцсетях свыше двух часов",3,"бариста","group1"
"group1-07-04-25_14:40","зарабатывают больше 200 тысяч рублей в месяц",1,"разработчик программного обеспечения","group1"
"group1-07-04-25_14:40","зарабатывают больше 200 тысяч рублей в месяц",2,"финансовый консультант","group1"
"group1-07-04-25_14:40","зарабатывают больше 200 тысяч рублей в месяц",3,"юрист","group1"
"group1-07-04-25_14:40","не ходят к зубному врачу пока не болят зубы",1,"уборщик помещений","group1"
"group1-07-04-25_14:40","не ходят к зубному врачу пока не болят зубы",2,"кассир","group1"
"group1-07-04-25_14:40","не ходят к зубному врачу пока не болят зубы",3,"охранник","group1"
"group1-07-04-25_14:40","знают французский",1,"университетский профессор","group1"
"group1-07-04-25_14:40","знают французский",2,"школьный учитель","group1"
"group1-07-04-25_14:40","знают французский",3,"администратор гостиницы","group1"
"group1-07-04-25_14:40","занимаются йогой",1,"мастер маникюра","group1"
"group1-07-04-25_14:40","занимаются йогой",2,"психотерапевт","group1"
"group1-07-04-25_14:40","занимаются йогой",3,"веб-дизайнер","group1"
"group1-07-04-25_14:40","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",1,"веб-дизайнер","group1"
"group1-07-04-25_14:40","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"разработчик программного обеспечения","group1"
"group1-07-04-25_14:40","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"менеджер по продажам","group1"
"group1-07-04-25_14:40","пьют фильтр-кофе или напитки на основе эспрессо",1,"разработчик программного обеспечения","group1"
"group1-07-04-25_14:40","пьют фильтр-кофе или напитки на основе эспрессо",2,"юрист","group1"
"group1-07-04-25_14:40","пьют фильтр-кофе или напитки на основе эспрессо",3,"руководитель отдела маркетинга и рекламы","group1"
"group1-07-04-25_14:40","любят песни шамана",1,"охранник","group1"
"group1-07-04-25_14:40","любят песни шамана",2,"лейтенант вмф","group1"
"group1-07-04-25_14:40","любят песни шамана",3,"грузчик","group1"
"group1-07-04-25_14:40","вегетарианцы",1,"бариста","group1"
"group1-07-04-25_14:40","вегетарианцы",2,"психотерапевт","group1"
"group1-07-04-25_14:40","вегетарианцы",3,"веб-дизайнер","group1"
"group1-07-04-25_14:40","отдыхают в турции",1,"руководитель отдела маркетинга и рекламы","group1"
"group1-07-04-25_14:40","отдыхают в турции",2,"начальник отдела кадров","group1"
"group1-07-04-25_14:40","отдыхают в турции",3,"бухгалтер","group1"
"group1-07-04-25_14:40","покупают в среднем две книги в месяц",1,"университетский профессор","group1"
"group1-07-04-25_14:40","покупают в среднем две книги в месяц",2,"научный сотрудник","group1"
"group1-07-04-25_14:40","покупают в среднем две книги в месяц",3,"психотерапевт","group1"
"group1-07-04-25_14:40","смотрят фестивальное кино",1,"артист оркестра","group1"
"group1-07-04-25_14:40","смотрят фестивальное кино",2,"дизайнер интерьеров","group1"
"group1-07-04-25_14:40","смотрят фестивальное кино",3,"университетский профессор","group1"
"group1-07-04-25_14:40","любят салат оливье",1,"школьный учитель","group1"
"group1-07-04-25_14:40","любят салат оливье",2,"водитель такси","group1"
"group1-07-04-25_14:40","любят салат оливье",3,"прораб","group1"
"group1-07-04-25_14:40","прыгали с парашютом",1,"лейтенант вмф","group1"
"group1-07-04-25_14:40","прыгали с парашютом",2,"разработчик программного обеспечения","group1"
"group1-07-04-25_14:40","прыгали с парашютом",3,"финансовый консультант","group1"
"group1-07-04-25_14:40","читают донцову",1,"медсестра","group1"
"group1-07-04-25_14:40","читают донцову",2,"школьный учитель","group1"
"group1-07-04-25_14:40","читают донцову",3,"мастер маникюра","group1"
"group1-07-04-25_14:40","носят натуральную дубленку или шубу из натурального меха",1,"агент по недвижимости","group1"
"group1-07-04-25_14:40","носят натуральную дубленку или шубу из натурального меха",2,"руководитель отдела маркетинга и рекламы","group1"
"group1-07-04-25_14:40","носят натуральную дубленку или шубу из натурального меха",3,"бухгалтер","group1"
"group1-07-04-25_14:40","регулярно выезжают на шашлыки",1,"охранник","group1"
"group1-07-04-25_14:40","регулярно выезжают на шашлыки",2,"прораб","group1"
"group1-07-04-25_14:40","регулярно выезжают на шашлыки",3,"электромонтер","group1"
"group1-07-04-25_14:40","имеют абонемент в фитнес-клуб",1,"юрист","group1"
"group1-07-04-25_14:40","имеют абонемент в фитнес-клуб",2,"мастер маникюра","group1"
"group1-07-04-25_14:40","имеют абонемент в фитнес-клуб",3,"веб-дизайнер","group1"
"group1-07-04-25_14:40","регулярно посещают психолога",1,"психотерапевт","group1"
"group1-07-04-25_14:40","регулярно посещают психолога",2,"веб-дизайнер","group1"
"group1-07-04-25_14:40","регулярно посещают психолога",3,"руководитель отдела маркетинга и рекламы","group1"
"group1-07-04-25_14:40","были на спортивном матче в последние полгода",1,"водитель такси","group1"
"group1-07-04-25_14:40","были на спортивном матче в последние полгода",2,"охранник","group1"
"group1-07-04-25_14:40","были на спортивном матче в последние полгода",3,"прораб","group1"
"group1-07-04-25_14:40","любят стендап",1,"веб-дизайнер","group1"
"group1-07-04-25_14:40","любят стендап",2,"бариста","group1"
"group1-07-04-25_14:40","любят стендап",3,"научный сотрудник","group1"
"group1-07-04-25_14:40","покупают продукты в вкусвилле",1,"бухгалтер","group1"
"group1-07-04-25_14:40","покупают продукты в вкусвилле",2,"руководитель отдела маркетинга и рекламы","group1"
"group1-07-04-25_14:40","покупают продукты в вкусвилле",3,"университетский профессор","group1"
"group1-07-04-25_14:40","имеют троих детей",1,"уборщик помещений","group1"
"group1-07-04-25_14:40","имеют троих детей",2,"медсестра","group1"
"group1-07-04-25_14:40","имеют троих детей",3,"мастер маникюра","group1"
"group1-07-04-25_14:40","живут в мурино",1,"официант","group1"
"group1-07-04-25_14:40","живут в мурино",2,"кассир","group1"
"group1-07-04-25_14:40","живут в мурино",3,"грузчик","group1"
"group1-07-04-25_14:40","пьют баночное пиво из супермаркета",1,"охранник","group1"
"group1-07-04-25_14:40","пьют баночное пиво из супермаркета",2,"водитель такси","group1"
"group1-07-04-25_14:40","пьют баночное пиво из супермаркета",3,"грузчик","group1"
"group1-07-04-25_14:40","живут на петроградке",1,"университетский профессор","group1"
"group1-07-04-25_14:40","живут на петроградке",2,"финансовый консультант","group1"
"group1-07-04-25_14:40","живут на петроградке",3,"руководитель отдела маркетинга и рекламы","group1"
"group1-07-04-25_14:40","придерживаются оппозиционных политических взглядов",1,"психотерапевт","group1"
"group1-07-04-25_14:40","придерживаются оппозиционных политических взглядов",2,"научный сотрудник","group1"
"group1-07-04-25_14:40","придерживаются оппозиционных политических взглядов",3,"веб-дизайнер","group1"
"group1-07-04-25_14:40","бывали на каникулах в италии",1,"университетский профессор","group1"
"group1-07-04-25_14:40","бывали на каникулах в италии",2,"бухгалтер","group1"
"group1-07-04-25_14:40","бывали на каникулах в италии",3,"начальник отдела кадров","group1"
"group1-07-04-25_14:40","смотрят телеканал нтв",1,"школьный учитель","group1"
"group1-07-04-25_14:40","смотрят телеканал нтв",2,"лейтенант вмф","group1"
"group1-07-04-25_14:40","смотрят телеканал нтв",3,"охранник","group1"
"group1-20-04-25_13:40","имеют троих детей",1,"уборщик помещений","group1"
"group1-20-04-25_13:40","имеют троих детей",2,"агент по недвижимости","group1"
"group1-20-04-25_13:40","имеют троих детей",3,"воспитатель","group1"
"group1-20-04-25_13:40","пьют фильтр-кофе или напитки на основе эспрессо",1,"бариста","group1"
"group1-20-04-25_13:40","пьют фильтр-кофе или напитки на основе эспрессо",2,"разработчик программного обеспечения","group1"
"group1-20-04-25_13:40","пьют фильтр-кофе или напитки на основе эспрессо",3,"секретарь","group1"
"group1-20-04-25_13:40","прыгали с парашютом",1,"охранник","group1"
"group1-20-04-25_13:40","прыгали с парашютом",2,"лейтенант вмф","group1"
"group1-20-04-25_13:40","прыгали с парашютом",3,"инженер-конструктор","group1"
"group1-20-04-25_13:40","смотрят фестивальное кино",1,"администратор гостиницы","group1"
"group1-20-04-25_13:40","смотрят фестивальное кино",2,"психотерапевт","group1"
"group1-20-04-25_13:40","смотрят фестивальное кино",3,"школьный учитель","group1"
"group1-20-04-25_13:40","были в мариинском театре в прошлом месяце",1,"юрист","group1"
"group1-20-04-25_13:40","были в мариинском театре в прошлом месяце",2,"научный сотрудник","group1"
"group1-20-04-25_13:40","были в мариинском театре в прошлом месяце",3,"школьный учитель","group1"
"group1-20-04-25_13:40","пьют баночное пиво из супермаркета",1,"прораб","group1"
"group1-20-04-25_13:40","пьют баночное пиво из супермаркета",2,"электромонтер","group1"
"group1-20-04-25_13:40","пьют баночное пиво из супермаркета",3,"токарь","group1"
"group1-20-04-25_13:40","занимаются йогой",1,"медсестра","group1"
"group1-20-04-25_13:40","занимаются йогой",2,"веб-дизайнер","group1"
"group1-20-04-25_13:40","занимаются йогой",3,"психотерапевт","group1"
"group1-20-04-25_13:40","отдыхают в турции",1,"начальник отдела технического контроля","group1"
"group1-20-04-25_13:40","отдыхают в турции",2,"руководитель отдела маркетинга и рекламы","group1"
"group1-20-04-25_13:40","отдыхают в турции",3,"начальник отдела кадров","group1"
"group1-20-04-25_13:40","были на спортивном матче в последние полгода",1,"водитель бензовоза","group1"
"group1-20-04-25_13:40","были на спортивном матче в последние полгода",2,"охранник","group1"
"group1-20-04-25_13:40","были на спортивном матче в последние полгода",3,"отделочник-универсал","group1"
"group1-20-04-25_13:40","любят стендап",1,"официант","group1"
"group1-20-04-25_13:40","любят стендап",2,"мастер маникюра","group1"
"group1-20-04-25_13:40","любят стендап",3,"менеджер по продажам","group1"
"group1-20-04-25_13:40","не ходят к зубному врачу пока не болят зубы",1,"грузчик","group1"
"group1-20-04-25_13:40","не ходят к зубному врачу пока не болят зубы",2,"электромонтер","group1"
"group1-20-04-25_13:40","не ходят к зубному врачу пока не болят зубы",3,"водитель бензовоза","group1"
"group1-20-04-25_13:40","вегетарианцы",1,"бариста","group1"
"group1-20-04-25_13:40","вегетарианцы",2,"медсестра","group1"
"group1-20-04-25_13:40","вегетарианцы",3,"психотерапевт","group1"
"group1-20-04-25_13:40","живут на петроградке",1,"университетский профессор","group1"
"group1-20-04-25_13:40","живут на петроградке",2,"начальник отдела кадров","group1"
"group1-20-04-25_13:40","живут на петроградке",3,"руководитель отдела маркетинга и рекламы","group1"
"group1-20-04-25_13:40","любят песни шамана",1,"охранник","group1"
"group1-20-04-25_13:40","любят песни шамана",2,"лейтенант вмф","group1"
"group1-20-04-25_13:40","любят песни шамана",3,"инженер-конструктор","group1"
"group1-20-04-25_13:40","бывали на каникулах в италии",1,"администратор гостиницы","group1"
"group1-20-04-25_13:40","бывали на каникулах в италии",2,"архитектор","group1"
"group1-20-04-25_13:40","бывали на каникулах в италии",3,"юрист","group1"
"group1-20-04-25_13:40","не празднуют 8 марта и 23 февраля",1,"водитель бензовоза","group1"
"group1-20-04-25_13:40","не празднуют 8 марта и 23 февраля",2,"грузчик","group1"
"group1-20-04-25_13:40","не празднуют 8 марта и 23 февраля",3,"официант","group1"
"group1-20-04-25_13:40","регулярно посещают церковь",1,"медсестра","group1"
"group1-20-04-25_13:40","регулярно посещают церковь",2,"бухгалтер","group1"
"group1-20-04-25_13:40","регулярно посещают церковь",3,"секретарь","group1"
"group1-20-04-25_13:40","младше 30 лет",1,"бариста","group1"
"group1-20-04-25_13:40","младше 30 лет",2,"дизайнер интерьеров","group1"
"group1-20-04-25_13:40","младше 30 лет",3,"веб-дизайнер","group1"
"group1-20-04-25_13:40","смотрят телеканал нтв",1,"начальник отдела кадров","group1"
"group1-20-04-25_13:40","смотрят телеканал нтв",2,"лейтенант вмф","group1"
"group1-20-04-25_13:40","смотрят телеканал нтв",3,"охранник","group1"
"group1-20-04-25_13:40","имеют абонемент в фитнес-клуб",1,"мастер маникюра","group1"
"group1-20-04-25_13:40","имеют абонемент в фитнес-клуб",2,"секретарь","group1"
"group1-20-04-25_13:40","имеют абонемент в фитнес-клуб",3,"врач отоларинголог","group1"
"group1-20-04-25_13:40","регулярно посещают психолога",1,"воспитатель","group1"
"group1-20-04-25_13:40","регулярно посещают психолога",2,"руководитель отдела маркетинга и рекламы","group1"
"group1-20-04-25_13:40","регулярно посещают психолога",3,"начальник отдела кадров","group1"
"group1-20-04-25_13:40","зарабатывают больше 200 тысяч рублей в месяц",1,"разработчик программного обеспечения","group1"
"group1-20-04-25_13:40","зарабатывают больше 200 тысяч рублей в месяц",2,"артист оркестра","group1"
"group1-20-04-25_13:40","зарабатывают больше 200 тысяч рублей в месяц",3,"бухгалтер","group1"
"group1-20-04-25_13:40","придерживаются оппозиционных политических взглядов",1,"менеджер по продажам","group1"
"group1-20-04-25_13:40","придерживаются оппозиционных политических взглядов",2,"агент по недвижимости","group1"
"group1-20-04-25_13:40","придерживаются оппозиционных политических взглядов",3,"университетский профессор","group1"
"group1-20-04-25_13:40","ежедневно проводят в соцсетях свыше двух часов",1,"продавец-консультант","group1"
"group1-20-04-25_13:40","ежедневно проводят в соцсетях свыше двух часов",2,"менеджер по продажам","group1"
"group1-20-04-25_13:40","ежедневно проводят в соцсетях свыше двух часов",3,"психотерапевт","group1"
"group1-20-04-25_13:40","старше 60 лет",1,"охранник","group1"
"group1-20-04-25_13:40","старше 60 лет",2,"повар","group1"
"group1-20-04-25_13:40","старше 60 лет",3,"бухгалтер","group1"
"group1-20-04-25_13:40","читают донцову",1,"медсестра","group1"
"group1-20-04-25_13:40","читают донцову",2,"кассир","group1"
"group1-20-04-25_13:40","читают донцову",3,"мастер маникюра","group1"
"group1-20-04-25_13:40","знают французский",1,"администратор гостиницы","group1"
"group1-20-04-25_13:40","знают французский",2,"юрист","group1"
"group1-20-04-25_13:40","знают французский",3,"артист оркестра","group1"
"group1-20-04-25_13:40","носят adidas",1,"отделочник-универсал","group1"
"group1-20-04-25_13:40","носят adidas",2,"электромонтер","group1"
"group1-20-04-25_13:40","носят adidas",3,"бариста","group1"
"group1-20-04-25_13:40","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",1,"менеджер по продажам","group1"
"group1-20-04-25_13:40","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"дизайнер интерьеров","group1"
"group1-20-04-25_13:40","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"веб-дизайнер","group1"
"group1-20-04-25_13:40","носят натуральную дубленку или шубу из натурального меха",1,"бухгалтер","group1"
"group1-20-04-25_13:40","носят натуральную дубленку или шубу из натурального меха",2,"юрист","group1"
"group1-20-04-25_13:40","носят натуральную дубленку или шубу из натурального меха",3,"финансовый консультант","group1"
"group1-20-04-25_13:40","покупают продукты в вкусвилле",1,"администратор гостиницы","group1"
"group1-20-04-25_13:40","покупают продукты в вкусвилле",2,"бухгалтер","group1"
"group1-20-04-25_13:40","покупают продукты в вкусвилле",3,"юрист","group1"
"group1-20-04-25_13:40","регулярно выезжают на шашлыки",1,"начальник отдела кадров","group1"
"group1-20-04-25_13:40","регулярно выезжают на шашлыки",2,"начальник отдела технического контроля","group1"
"group1-20-04-25_13:40","регулярно выезжают на шашлыки",3,"инженер-конструктор","group1"
"group1-20-04-25_13:40","живут в мурино",1,"официант","group1"
"group1-20-04-25_13:40","живут в мурино",2,"медсестра","group1"
"group1-20-04-25_13:40","живут в мурино",3,"прораб","group1"
"group1-20-04-25_13:40","покупают в среднем две книги в месяц",1,"научный сотрудник","group1"
"group1-20-04-25_13:40","покупают в среднем две книги в месяц",2,"школьный учитель","group1"
"group1-20-04-25_13:40","покупают в среднем две книги в месяц",3,"университетский профессор","group1"
"group1-20-04-25_13:40","любят салат оливье",1,"повар","group1"
"group1-20-04-25_13:40","любят салат оливье",2,"охранник","group1"
"group1-20-04-25_13:40","любят салат оливье",3,"отделочник-универсал","group1"
"group1-19-04-25_14:55","знают французский",1,"университетский профессор","group1"
"group1-19-04-25_14:55","знают французский",2,"администратор гостиницы","group1"
"group1-19-04-25_14:55","знают французский",3,"менеджер по продажам","group1"
"group1-19-04-25_14:55","вегетарианцы",1,"секретарь","group1"
"group1-19-04-25_14:55","вегетарианцы",2,"повар","group1"
"group1-19-04-25_14:55","вегетарианцы",3,"психотерапевт","group1"
"group1-19-04-25_14:55","бывали на каникулах в италии",1,"дизайнер интерьеров","group1"
"group1-19-04-25_14:55","бывали на каникулах в италии",2,"финансовый консультант","group1"
"group1-19-04-25_14:55","бывали на каникулах в италии",3,"агент по недвижимости","group1"
"group1-19-04-25_14:55","старше 60 лет",1,"школьный учитель","group1"
